voltage_v,current_a,active_power_kw,reactive_power_kvar,load_demand_kwh,household_type,occupancy_level,appliance_usage_category,deviation_neighborhood_ratio,zero_consumption_flag,load_spike_flag,fraudulent,broader_zone,locality
234.26,9.02,2.12,0.47,3.13,Commercial,5,Medium,0.77,0,0,1,Industrial / Peripheral,Sewri
232.07,20.99,3.25,0.52,3.11,Commercial,17,High,0.8,0,0,0,Central Suburbs,Ghatkopar
227.76,19.65,3.85,0.89,3.27,Commercial,25,Medium,0.81,0,0,1,Industrial / Peripheral,Dharavi
216.35,33.13,7.0,0.72,7.34,Residential,272,Medium,1.08,0,0,0,Powai & Lakeside,Kanjurmarg
229.92,51.66,10.3,1.91,10.43,Industrial,208,Low,0.87,0,1,0,Industrial / Peripheral,Mankhurd
232.11,9.42,1.89,0.33,2.41,Residential,14,Medium,0.84,0,0,0,Western Suburbs,Khar
238.67,61.34,11.7,3.28,12.32,Residential,4,Low,0.9,0,0,0,Central Suburbs,Ghatkopar
220.67,37.43,5.12,0.66,4.31,Industrial,21,Low,1.23,0,0,0,Eastern Suburbs,Mulund
231.23,13.4,3.21,1.64,4.4,Residential,31,Medium,0.8,0,0,0,Western Suburbs,Santacruz
232.62,27.9,6.69,1.89,5.8,Residential,10,High,0.84,0,0,0,Central Suburbs,Kurla
234.94,16.06,4.81,0.72,3.62,Industrial,7,Medium,1.06,0,0,0,Central Suburbs,Lower Parel
224.52,45.28,10.26,1.39,10.94,Commercial,2,Low,0.88,1,0,1,Industrial / Peripheral,Trombay
229.56,11.6,2.01,0.87,1.77,Residential,9,Low,1.28,0,0,1,Navi Mumbai / Panvel,Belapur
240.2,30.1,7.08,1.79,6.94,Commercial,110,Low,0.85,0,0,0,Central Suburbs,Dadar
218.74,58.14,10.86,0.33,10.85,Commercial,93,Medium,0.84,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
230.59,68.99,14.92,4.64,16.49,Residential,2,Medium,1.21,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
220.48,38.73,8.29,2.55,7.84,Residential,3,High,1.12,0,0,0,Central Suburbs,Sion
223.47,67.23,14.9,4.92,16.82,Commercial,15,High,0.62,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
235.98,57.38,11.64,1.66,12.04,Commercial,177,Low,0.66,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
225.98,18.5,3.64,0.54,3.22,Residential,2,Medium,1.0,0,0,0,Powai & Lakeside,Kanjurmarg
229.07,44.37,9.24,2.17,8.15,Residential,282,High,1.17,0,0,0,South Mumbai,Malabar Hill
230.83,21.98,3.67,0.44,3.4,Commercial,42,Low,1.15,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
219.62,55.71,11.0,1.91,11.68,Commercial,208,High,1.04,0,0,1,Navi Mumbai / Panvel,Navi Mumbai
230.64,61.92,11.5,1.91,10.82,Commercial,144,High,1.23,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
225.75,59.13,12.78,4.89,15.45,Residential,276,Low,1.28,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
242.06,16.96,5.54,1.35,6.66,Residential,7,Medium,0.81,0,0,0,Western Suburbs,Bandra West
229.15,43.57,9.64,3.09,10.03,Commercial,58,High,0.93,1,0,0,Industrial / Peripheral,Dharavi
230.82,47.43,10.86,3.27,10.08,Residential,55,Low,0.57,0,1,0,Navi Mumbai / Panvel,Vashi
227.47,8.64,2.09,0.49,1.63,Residential,16,Low,0.82,0,0,0,Western Residential,Borivali
220.9,10.76,2.27,0.6,2.24,Residential,2,High,0.88,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
221.46,65.22,14.15,4.48,12.06,Residential,29,Low,1.3,0,0,0,Central Suburbs,Dadar
228.06,27.95,6.33,0.98,6.01,Residential,2,Low,1.04,0,0,0,Eastern Suburbs,Vikhroli
229.69,64.96,13.13,3.85,14.0,Industrial,20,Medium,1.21,0,0,0,Central Suburbs,Ghatkopar
231.27,24.3,5.5,0.75,5.93,Residential,41,High,1.2,0,0,1,Thane & Beyond,Thane
221.86,39.63,6.53,2.15,6.05,Residential,2,Low,1.0,0,0,0,Western Residential,Kharghar
229.22,39.62,8.52,2.26,7.61,Commercial,4,High,1.39,0,0,0,Central Suburbs,Parel
223.19,57.16,12.43,3.74,10.92,Commercial,2,High,0.92,0,0,0,South Mumbai,Malabar Hill
226.99,61.71,12.74,3.67,13.32,Industrial,9,High,0.79,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
242.33,54.98,11.7,3.19,11.5,Residential,7,Medium,0.64,0,0,1,Industrial / Peripheral,Taloja MIDC
231.62,45.01,10.72,2.52,9.92,Residential,2,Low,0.98,0,0,0,Western Suburbs,Khar
233.31,33.6,5.91,1.58,6.61,Industrial,5,Low,1.06,0,0,0,Western Residential,Borivali
229.88,41.12,8.92,2.13,8.65,Commercial,4,Medium,1.42,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
228.86,41.74,7.91,2.98,8.82,Commercial,85,High,0.75,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
228.46,32.12,6.18,1.99,9.15,Residential,5,Low,1.1,0,0,1,Industrial / Peripheral,Mankhurd
228.73,13.75,2.67,1.17,3.56,Residential,26,Medium,1.11,0,0,1,Industrial / Peripheral,Sewri
223.7,21.67,4.35,0.99,3.38,Industrial,227,High,1.09,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
231.48,49.7,10.99,1.9,8.31,Residential,243,High,1.04,0,1,1,Industrial / Peripheral,Sewri
233.76,62.65,13.92,2.11,14.39,Commercial,202,Low,0.79,0,0,1,Industrial / Peripheral,Mankhurd
241.62,64.29,13.97,3.55,13.37,Commercial,10,Medium,0.88,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
223.02,22.37,4.51,1.67,4.95,Residential,13,Medium,1.09,0,0,0,Western Suburbs,Juhu
220.43,55.39,8.97,1.67,10.36,Commercial,23,Medium,0.68,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
233.06,57.55,10.86,1.66,11.56,Residential,229,High,1.15,0,0,0,Central Suburbs,Parel
234.14,36.89,7.62,1.18,10.21,Residential,90,Medium,0.76,0,0,0,Powai & Lakeside,Kanjurmarg
233.63,5.94,1.49,0.9,1.62,Residential,49,Medium,1.01,0,0,0,Central Suburbs,Lower Parel
233.89,8.35,2.13,2.22,1.87,Residential,4,Medium,1.3,0,0,0,Western Suburbs,Andheri East
228.26,20.85,5.82,2.4,7.6,Residential,81,High,0.47,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
241.17,62.43,12.33,4.64,12.45,Commercial,6,Low,0.78,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
237.29,47.93,8.86,1.74,9.53,Commercial,2,Low,1.12,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
231.9,54.84,9.96,4.49,9.29,Residential,3,Low,1.06,0,0,0,Powai & Lakeside,Kanjurmarg
227.26,66.53,14.62,3.33,15.95,Residential,10,Medium,1.21,0,0,0,Central Suburbs,Dadar
232.86,42.83,9.44,1.98,11.03,Residential,4,Medium,1.3,0,0,0,Central Suburbs,Sion
220.17,64.07,13.42,3.27,13.58,Commercial,95,Low,1.26,0,0,1,Industrial / Peripheral,Dharavi
232.25,57.35,12.6,3.36,12.85,Industrial,34,High,0.94,0,0,0,Central Suburbs,Lower Parel
228.98,38.65,7.92,3.31,8.63,Residential,123,High,0.91,0,0,0,Central Suburbs,Ghatkopar
234.94,27.79,8.99,2.51,10.22,Residential,2,High,0.58,0,0,0,Central Suburbs,Dadar
230.71,58.08,12.36,3.76,11.15,Commercial,4,Low,0.97,0,0,0,South Mumbai,Girgaon
226.54,53.89,7.74,1.49,6.39,Residential,2,Medium,1.11,0,0,0,Western Suburbs,Santacruz
220.99,39.97,7.22,1.48,7.92,Residential,203,Low,1.09,0,0,0,Powai & Lakeside,Kanjurmarg
222.1,8.5,1.71,0.3,1.96,Residential,33,High,1.09,0,0,1,Industrial / Peripheral,Taloja
230.05,9.11,2.15,0.42,2.81,Residential,3,Low,1.08,0,0,0,Eastern Suburbs,Mulund
229.69,6.0,1.61,0.49,2.62,Residential,2,Medium,1.01,1,0,0,Navi Mumbai / Panvel,Belapur
228.98,10.4,2.53,1.72,2.65,Residential,123,Medium,1.1,0,1,0,Industrial / Peripheral,Taloja MIDC
223.84,40.75,6.58,1.46,7.63,Commercial,65,Low,0.89,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
236.92,56.13,11.5,3.83,10.84,Residential,11,Medium,0.97,0,0,0,Western Suburbs,Andheri West
222.21,14.23,5.73,1.78,3.12,Industrial,27,Medium,1.1,0,0,0,Western Suburbs,Santacruz
224.99,25.86,7.91,2.55,6.31,Commercial,267,High,1.04,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
231.95,24.9,5.37,0.43,5.59,Residential,5,Medium,1.03,0,0,0,Western Suburbs,Santacruz
223.85,26.05,4.31,1.38,5.48,Commercial,2,High,1.0,0,0,0,Central Suburbs,Parel
223.35,15.76,5.97,0.94,5.62,Residential,2,Medium,1.03,1,0,0,Industrial / Peripheral,Sewri
234.62,42.33,7.27,2.44,7.05,Residential,18,High,1.13,0,0,0,South Mumbai,Colaba
232.3,65.11,14.68,5.12,16.12,Industrial,17,Medium,1.09,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
229.94,45.81,8.86,0.97,5.42,Residential,83,Low,1.07,0,0,0,Western Residential,Kandivali East
222.65,16.82,4.97,1.53,5.94,Residential,124,High,0.81,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
224.77,45.37,11.26,3.4,10.04,Residential,11,Medium,0.91,0,0,1,Navi Mumbai / Panvel,Navi Mumbai
229.15,35.0,5.99,1.9,5.3,Commercial,30,High,0.73,0,0,0,South Mumbai,Cuffe Parade
229.57,66.3,14.41,2.44,12.71,Residential,193,High,0.84,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
226.88,10.86,2.7,1.41,3.07,Residential,9,High,1.07,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
224.25,42.19,8.87,2.22,8.76,Commercial,237,Medium,0.87,0,0,1,Navi Mumbai / Panvel,Vashi
224.29,69.74,15.71,4.35,17.94,Commercial,90,Low,1.06,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
230.59,60.64,13.9,4.87,13.92,Commercial,2,Medium,0.89,0,1,0,Navi Mumbai / Panvel,Panvel
223.62,59.88,11.84,2.8,13.63,Residential,3,Low,1.01,0,0,0,Western Suburbs,Santacruz
231.35,29.42,5.61,2.03,3.59,Residential,5,Medium,0.9,0,0,0,Central Suburbs,Lower Parel
231.04,42.15,8.29,1.4,6.58,Residential,31,High,0.81,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
227.23,58.16,10.85,1.82,10.72,Commercial,2,Medium,0.93,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
240.84,68.22,14.97,5.48,16.89,Commercial,14,Low,1.0,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
230.68,54.92,10.24,1.93,9.34,Commercial,182,Medium,1.03,0,0,0,Central Suburbs,Ghatkopar
235.68,16.08,4.82,0.66,4.47,Industrial,3,Medium,0.99,0,0,0,Central Suburbs,Parel
241.87,18.39,5.26,2.3,3.77,Commercial,203,Medium,0.94,1,0,0,Navi Mumbai / Panvel,Belapur
226.93,9.84,2.72,0.84,2.23,Residential,3,Medium,1.02,0,0,0,Central Suburbs,Sion
226.86,40.62,8.2,0.69,5.68,Residential,22,High,1.17,0,0,1,Industrial / Peripheral,Trombay
234.7,40.97,8.68,3.03,9.21,Industrial,12,High,1.08,0,1,1,Navi Mumbai / Panvel,Panvel
234.58,49.55,10.53,1.99,10.94,Residential,68,Medium,1.16,0,0,0,Powai & Lakeside,Hiranandani Gardens
228.03,22.99,4.17,1.73,3.84,Industrial,10,Low,1.07,0,0,0,Powai & Lakeside,Powai
230.52,24.89,5.59,1.28,5.61,Residential,11,Low,0.9,0,0,0,Eastern Suburbs,Ghatkopar
229.69,63.08,9.88,3.52,8.5,Industrial,9,Low,0.96,0,0,0,Western Suburbs,Bandra West
228.88,28.88,7.28,1.39,5.75,Industrial,13,High,0.86,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
238.81,31.76,5.58,3.31,6.62,Residential,40,Low,1.16,0,0,0,Powai & Lakeside,Powai
234.74,42.82,8.94,2.62,8.32,Residential,60,Low,1.04,0,0,0,Western Suburbs,Bandra West
225.62,51.53,12.16,3.07,9.77,Industrial,111,Medium,0.69,0,0,0,Western Suburbs,Andheri East
222.86,20.88,5.58,1.12,5.25,Industrial,40,Medium,0.86,0,0,0,Western Suburbs,Bandra West
239.75,65.74,14.13,3.25,13.97,Commercial,89,Medium,1.01,0,0,1,Thane & Beyond,Dombivli
231.35,66.07,14.44,4.31,14.38,Commercial,267,Medium,0.66,1,0,0,Industrial / Peripheral,Taloja MIDC
233.09,29.1,5.66,2.22,5.62,Residential,2,Low,0.71,0,0,0,Western Residential,Kandivali East
234.28,38.36,7.92,1.81,5.6,Commercial,2,Medium,0.89,0,0,0,Central Suburbs,Dadar
228.45,63.43,12.81,2.11,13.32,Commercial,38,High,1.07,0,1,0,Navi Mumbai / Panvel,Navi Mumbai
224.39,36.49,7.44,1.61,8.3,Residential,60,Medium,1.22,0,0,0,Powai & Lakeside,Hiranandani Gardens
230.97,29.69,6.63,1.53,6.49,Commercial,14,Low,0.96,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
226.17,15.96,2.79,1.26,4.51,Commercial,3,High,0.93,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
223.43,48.0,10.17,2.66,9.22,Residential,3,Medium,1.11,0,1,0,Industrial / Peripheral,Dharavi
226.53,20.89,6.13,0.46,4.34,Residential,5,High,0.99,0,0,0,Central Suburbs,Parel
229.22,23.47,5.14,1.15,3.51,Residential,32,High,0.9,0,0,1,Industrial / Peripheral,Mankhurd
228.96,54.36,11.67,2.42,10.29,Industrial,20,Medium,0.78,0,1,0,Navi Mumbai / Panvel,Panvel
228.46,16.15,4.1,1.22,3.34,Commercial,13,High,1.04,0,0,1,Industrial / Peripheral,Dharavi
232.23,61.14,12.48,2.56,11.91,Residential,2,Low,0.9,0,0,0,Central Suburbs,Parel
229.15,65.69,13.94,3.38,14.47,Commercial,2,Medium,1.14,0,0,0,South Mumbai,Malabar Hill
238.08,61.01,14.01,4.21,13.76,Residential,59,Low,0.57,0,0,0,Powai & Lakeside,Kanjurmarg
232.24,31.35,5.36,0.89,4.19,Residential,3,Medium,1.27,0,0,0,Central Suburbs,Parel
234.99,45.14,9.67,1.54,7.66,Residential,39,Low,0.74,0,1,1,Industrial / Peripheral,Dharavi
227.28,5.36,1.15,0.5,1.47,Commercial,49,High,1.09,0,0,0,Central Suburbs,Sion
226.0,9.5,1.61,0.61,1.89,Commercial,204,Medium,0.98,1,0,0,Navi Mumbai / Panvel,Airoli
234.5,15.61,3.46,1.02,2.86,Commercial,77,High,0.83,0,0,0,South Mumbai,Malabar Hill
227.27,20.37,4.97,1.35,5.17,Residential,59,Medium,0.73,0,0,0,Central Suburbs,Parel
223.94,7.21,1.95,1.25,2.16,Commercial,198,Low,1.01,0,0,1,Navi Mumbai / Panvel,Navi Mumbai
228.51,18.83,4.15,0.88,3.84,Residential,4,Medium,1.21,0,0,0,Western Suburbs,Bandra West
235.18,66.25,13.63,3.6,13.26,Residential,18,Low,1.04,0,0,0,Western Suburbs,Andheri West
234.1,69.59,15.71,4.13,17.12,Industrial,40,Medium,0.88,1,0,0,Thane & Beyond,Thane
230.31,8.97,2.66,0.64,2.4,Residential,3,High,1.23,0,1,0,Industrial / Peripheral,Mankhurd
232.59,57.59,11.39,2.49,11.65,Residential,2,Low,0.73,0,0,1,Industrial / Peripheral,Trombay
226.51,65.89,14.1,3.26,13.02,Residential,9,High,0.65,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
229.5,68.91,15.06,3.96,15.41,Residential,4,Medium,0.55,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
224.57,68.7,14.63,3.64,15.97,Industrial,51,Medium,1.07,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
232.1,43.44,8.82,3.56,9.48,Residential,28,High,1.04,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
227.41,42.96,7.69,1.01,6.96,Residential,22,Low,1.04,1,0,1,Industrial / Peripheral,Trombay
237.47,13.38,3.5,1.12,2.84,Residential,23,Medium,1.06,0,0,0,Powai & Lakeside,Powai
229.41,59.18,13.23,2.46,11.84,Residential,262,High,1.05,0,0,0,Central Suburbs,Dadar
219.36,19.54,5.8,2.2,6.25,Residential,69,High,0.96,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
232.29,32.98,8.62,3.79,10.77,Commercial,159,High,0.64,0,1,1,Industrial / Peripheral,Trombay
237.91,46.48,10.99,2.53,10.12,Commercial,2,Low,1.09,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Lower Parel
231.29,47.95,11.64,2.16,11.12,Commercial,18,Medium,0.86,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
231.03,52.24,11.73,1.82,10.86,Residential,3,High,0.75,0,1,0,Industrial / Peripheral,Mankhurd
229.37,37.47,10.27,2.49,10.82,Residential,53,High,0.67,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
233.2,44.1,8.26,2.56,8.78,Residential,6,Low,1.14,0,0,0,Powai & Lakeside,Kanjurmarg
231.54,35.04,7.17,2.83,5.85,Residential,3,Low,1.03,0,0,0,Western Residential,Kharghar
229.93,53.38,10.99,2.85,10.05,Industrial,258,Medium,1.38,0,0,0,Powai & Lakeside,Kanjurmarg
228.54,40.26,7.33,2.72,8.44,Residential,6,Low,0.98,0,0,1,Industrial / Peripheral,Dharavi
227.94,43.58,8.77,3.59,8.98,Commercial,45,Low,0.96,0,0,1,Navi Mumbai / Panvel,Panvel
234.0,52.25,9.3,2.38,8.34,Residential,10,Medium,0.94,1,1,0,Thane & Beyond,Thane
226.4,61.9,12.3,3.33,11.06,Residential,3,Medium,1.21,0,0,0,Central Suburbs,Ghatkopar
230.38,33.87,6.94,1.23,7.61,Industrial,19,Medium,1.35,0,0,0,Western Suburbs,Bandra West
230.2,35.57,7.61,1.12,9.39,Residential,167,High,1.1,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
230.46,10.59,4.6,1.1,5.14,Commercial,69,Medium,0.86,0,0,0,Central Suburbs,Sion
228.27,13.97,3.0,0.39,3.27,Residential,42,Low,1.34,1,1,1,Industrial / Peripheral,Trombay
230.31,29.61,4.4,0.81,5.07,Industrial,3,Low,1.51,0,0,0,Thane & Beyond,Dombivli
225.36,21.07,4.77,3.05,5.61,Residential,22,Medium,1.02,0,0,0,Powai & Lakeside,Kanjurmarg
223.44,36.3,5.7,1.72,5.89,Residential,2,Medium,0.83,0,0,0,Powai & Lakeside,Kanjurmarg
237.24,30.08,4.87,1.33,6.29,Residential,2,Low,0.85,0,0,0,Eastern Suburbs,Chembur
229.5,40.59,5.34,1.59,5.55,Residential,98,Low,1.02,0,0,0,Powai & Lakeside,Hiranandani Gardens
224.37,35.21,6.27,1.07,6.3,Commercial,24,High,1.47,0,0,1,Industrial / Peripheral,Taloja MIDC
231.26,40.71,8.49,3.49,9.77,Industrial,238,Low,1.15,0,0,0,Central Suburbs,Kurla
224.3,41.6,8.68,0.84,9.96,Residential,170,High,0.94,0,0,1,Thane & Beyond,Bhiwandi
225.0,27.09,4.31,0.65,4.62,Residential,3,Low,0.99,0,0,0,Powai & Lakeside,Hiranandani Gardens
228.42,49.83,8.34,1.77,5.43,Commercial,2,Low,0.73,0,0,0,Central Suburbs,Kurla
228.88,18.28,5.06,0.72,3.61,Residential,90,High,1.13,0,0,0,South Mumbai,Marine Lines
237.37,48.54,10.65,3.92,13.24,Residential,21,Low,1.02,0,0,1,Navi Mumbai / Panvel,Airoli
222.25,31.35,7.05,1.11,6.27,Residential,13,Medium,1.31,0,0,1,Industrial / Peripheral,Sewri
227.3,50.22,9.12,2.27,9.7,Residential,17,Low,0.73,0,0,0,Central Suburbs,Kurla
239.93,49.53,12.06,2.92,11.15,Industrial,55,Low,1.03,0,0,0,Western Suburbs,Bandra East
230.59,8.6,2.87,0.77,3.88,Industrial,9,High,0.91,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
229.48,66.46,15.24,3.85,16.73,Residential,8,Medium,1.06,0,0,0,Central Suburbs,Ghatkopar
214.34,50.43,9.27,2.0,9.62,Residential,31,High,1.22,0,0,0,Central Suburbs,Lower Parel
230.01,40.84,8.37,1.42,8.7,Residential,5,High,0.97,0,0,1,Industrial / Peripheral,Taloja
228.08,32.16,7.14,2.0,4.96,Residential,105,Medium,1.06,0,0,0,Powai & Lakeside,Hiranandani Gardens
236.35,21.62,3.96,1.16,5.29,Residential,2,Medium,1.27,0,0,0,Powai & Lakeside,Powai
221.12,53.22,8.1,1.32,9.36,Commercial,34,Medium,1.13,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
228.25,43.53,8.54,2.19,7.46,Commercial,3,Medium,1.12,0,0,0,Central Suburbs,Lower Parel
225.67,25.14,5.35,1.99,5.11,Residential,3,Low,1.19,0,0,0,Powai & Lakeside,Kanjurmarg
231.6,67.23,14.31,2.47,13.18,Commercial,52,High,0.85,1,0,0,Navi Mumbai / Panvel,Airoli
235.01,47.31,11.81,1.84,13.05,Industrial,134,Low,0.91,0,0,0,Powai & Lakeside,Hiranandani Gardens
232.32,32.09,6.83,0.76,7.47,Residential,4,Medium,1.35,0,0,1,Industrial / Peripheral,Trombay
237.05,17.55,4.4,0.98,3.99,Industrial,93,Low,1.07,0,0,0,Eastern Suburbs,Chembur
235.24,8.8,2.49,0.2,1.84,Residential,2,Medium,1.17,0,0,0,Powai & Lakeside,Powai
233.34,50.95,12.43,2.42,11.6,Residential,10,Low,0.87,0,0,0,Central Suburbs,Lower Parel
237.35,59.49,11.19,2.14,10.5,Commercial,2,High,0.91,0,0,0,Central Suburbs,Dadar
229.25,7.39,1.48,0.26,1.79,Commercial,133,Low,0.94,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
233.07,29.31,6.41,1.13,6.26,Residential,19,Low,1.02,0,0,0,Western Residential,Kharghar
230.09,51.71,9.38,0.72,7.84,Residential,2,Medium,1.09,0,1,1,Industrial / Peripheral,Trombay
228.82,11.6,2.4,0.4,2.79,Commercial,124,Low,0.87,0,0,0,South Mumbai,Cuffe Parade
231.27,41.65,8.21,1.56,6.43,Residential,54,High,0.99,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
236.7,43.88,8.44,3.08,8.53,Residential,8,Medium,1.02,0,0,0,Powai & Lakeside,Powai
221.1,37.65,6.03,1.1,5.91,Industrial,5,High,0.95,1,0,0,Thane & Beyond,Dombivli
228.68,18.87,4.11,0.71,2.58,Residential,2,High,0.76,0,0,0,South Mumbai,Malabar Hill
222.92,45.04,6.9,1.88,8.17,Commercial,99,High,0.84,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
227.35,33.96,9.49,3.63,8.23,Commercial,154,Low,1.05,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Bandra Kurla Complex
228.99,32.32,8.71,1.7,7.56,Residential,110,High,0.73,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
225.25,43.51,9.31,1.21,10.16,Residential,86,Medium,0.85,0,0,0,Western Suburbs,Juhu
227.44,38.24,5.85,0.81,6.07,Residential,3,Medium,0.82,0,0,0,Western Suburbs,Andheri East
236.85,32.14,6.53,2.41,7.83,Industrial,44,Medium,0.92,0,0,0,Western Suburbs,Khar
228.16,57.91,12.16,3.23,11.64,Commercial,67,Low,0.85,0,0,0,South Mumbai,Colaba
226.65,43.47,9.23,2.01,9.16,Residential,2,Medium,1.23,0,0,0,Western Suburbs,Andheri West
233.15,31.16,6.92,1.3,6.35,Residential,2,High,0.62,0,0,0,Central Suburbs,Lower Parel
224.34,12.4,3.14,1.14,3.53,Residential,2,Medium,1.01,0,0,0,Central Suburbs,Kurla
220.5,58.12,11.73,3.44,10.63,Residential,4,High,1.03,0,0,0,South Mumbai,Colaba
224.22,62.68,10.85,2.43,9.57,Residential,3,Medium,1.07,0,0,0,Western Suburbs,Juhu
223.3,41.96,10.05,2.94,8.0,Residential,140,High,1.18,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
230.56,41.67,8.68,0.78,8.91,Residential,2,Medium,1.05,1,0,1,Thane & Beyond,Kalyan
238.99,64.06,14.47,4.96,15.44,Commercial,240,Low,0.82,0,1,0,Industrial / Peripheral,Taloja MIDC
226.36,57.56,11.41,3.7,14.3,Commercial,5,Low,1.32,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
227.01,15.81,5.17,1.34,6.83,Residential,5,Medium,1.2,0,0,0,Western Suburbs,Bandra West
229.15,57.96,12.2,2.8,10.35,Commercial,25,Low,0.73,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,BKC
227.29,14.71,3.87,0.56,2.36,Residential,13,High,1.06,0,0,0,Central Suburbs,Sion
226.5,69.27,14.97,4.44,16.24,Residential,58,Low,1.24,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Nariman Point
226.96,39.3,7.32,1.83,5.57,Commercial,101,High,0.93,0,0,0,Central Suburbs,Dadar
228.95,29.22,7.37,0.91,5.45,Commercial,11,Medium,0.92,0,0,1,Industrial / Peripheral,Trombay
233.66,17.76,3.7,0.75,3.66,Industrial,10,Low,0.94,0,1,0,Thane & Beyond,Kalyan
228.0,28.24,6.28,2.5,6.95,Residential,100,Medium,1.02,0,0,0,Powai & Lakeside,Hiranandani Gardens
226.09,50.39,12.3,4.1,11.11,Industrial,122,Medium,0.99,0,0,0,Western Suburbs,Juhu
237.46,53.54,10.44,2.01,9.85,Residential,2,High,1.04,0,0,1,Navi Mumbai / Panvel,Kharghar
221.03,22.9,4.09,1.61,4.62,Residential,30,High,1.32,0,0,0,Central Suburbs,Ghatkopar
234.17,8.74,1.91,0.6,1.77,Industrial,4,Low,0.72,0,0,0,Western Residential,Malad
235.1,13.18,3.97,1.89,2.53,Residential,3,Low,0.9,0,0,0,Powai & Lakeside,Hiranandani Gardens
228.25,61.96,12.52,3.71,14.43,Commercial,2,Low,1.17,0,0,1,Industrial / Peripheral,Taloja MIDC
228.9,17.4,4.77,2.16,6.83,Residential,6,Low,0.93,0,0,0,Western Residential,Kandivali East
228.12,60.71,13.13,3.0,11.54,Industrial,171,Medium,1.13,0,0,0,Western Suburbs,Andheri East
224.17,64.58,14.09,3.95,15.01,Residential,74,Low,0.75,0,0,0,Bandra Kurla Complex (BKC) / Business Hubs,Cuffe Parade
222.84,53.59,10.57,0.91,7.56,Residential,11,Medium,1.01,0,0,0,Powai & Lakeside,Powai
231.12,62.12,13.83,2.82,13.49,Residential,99,Medium,1.11,0,0,0,Powai & Lakeside,Powai
226.58,60.43,12.65,3.09,13.23,Residential,2,Medium,1.4,0,0,0,Western Suburbs,Bandra West
